full_sq,life_sq,build_year,num_room,kitch_sq,year,gdp_quart_growth,timestamp,floor,max_floor,material,railroad_station_walk_km,public_transport_station_km,university_km,workplaces_km,shopping_centers_km,office_km,sadovoe_km,bulvar_ring_km,kremlin_km,big_road1_km,railroad_km,area_m,price_doc
29,17.0,1966.0,1,5.0,2013,1.2,2013-09-19,8.0,9.0,2.0,1.540188077,0.337933826,2.335213194,0.729674204,1.673383174,1.087172868,6.359523591,7.367780673,8.487168329,0.417953779,0.786090126,4808269.831,990000
40,34.0,1979.0,1,10.0,2013,1.2,2013-09-19,12.0,17.0,4.0,1.923494882,0.035986494,8.837248169,5.599071264,2.215103803,4.778766451,18.41892854,19.27253651,20.54946417,1.905125046,1.214861324,11391678.48,4462000
64,34.0,1979.0,2,1.0,2013,1.2,2013-09-19,7.0,17.0,1.0,3.863016791,0.159566871,8.900627404,5.081010317,2.160933247,5.273047018,17.64838925,18.4071203,19.76393757,3.262172437,2.832922626,11391678.48,6518400
126,126.0,2013.0,3,12.0,2013,1.2,2013-09-19,8.0,28.0,2.0,6.052097538,0.134719129,3.298001258,4.151874253,0.207367722,0.723275873,9.284762438,10.41375556,11.16738686,0.067001557,4.236640553,6050064.566,22315422
77,34.0,1979.0,3,12.0,2013,1.2,2013-09-19,4.0,17.0,1.0,1.923494882,0.035986494,8.837248169,5.599071264,2.215103803,4.778766451,18.41892854,19.27253651,20.54946417,1.905125046,1.214861324,11391678.48,7212813
79,44.0,2011.0,3,12.0,2013,1.2,2013-09-19,8.0,17.0,1.0,10.00114262,0.500703501,13.07593699,8.324095402,1.782262223,1.782262223,20.8628779,22.01187025,22.79682419,2.426033035,4.978601263,40366999.51,5600000
53,30.0,1982.0,2,8.0,2013,1.2,2013-09-19,8.0,12.0,1.0,6.337134919,0.166221394,6.230256189,0.943123485,0.876851453,0.993381102,12.62224418,13.22536449,14.69377145,1.543854959,0.450004702,6407578.1,7550000
53,32.0,2012.0,2,9.0,2013,1.2,2013-09-19,4.0,17.0,1.0,20.00350496,0.705857146,19.16134259,15.00969055,8.454099521,8.454099521,28.58589775,29.71189686,30.46212649,0.665792576,10.16746626,52995275.39,3600000
84,47.0,2003.0,2,13.0,2013,1.2,2013-09-19,4.0,16.0,4.0,1.589715904,0.029567674,2.116721891,1.625247397,1.181264789,1.206745376,12.01437319,12.68645895,14.08102571,2.166472591,0.776181927,5264733.751,15000000
47,34.0,1979.0,1,1.0,2013,1.2,2013-09-19,11.0,11.0,4.0,10.03741373,0.126387805,8.850613747,6.148186163,4.529508652,3.573869834,19.71352878,20.87560196,21.60973301,1.165004998,4.371535312,66772450.69,4019520
44,28.0,1967.0,2,5.0,2013,1.2,2013-09-19,3.0,12.0,5.0,3.991374377,0.369290398,3.214588961,1.48366199,1.329839631,0.0698102,35.5874751,36.33147789,37.62934492,1.675186311,1.555631011,4708040.47,5830000
52,51.0,2013.0,2,1.0,2013,1.2,2013-09-19,17.0,17.0,1.0,1.923494882,0.035986494,8.837248169,5.599071264,2.215103803,4.778766451,18.41892854,19.27253651,20.54946417,1.905125046,1.214861324,11391678.48,5159342
37,19.0,2005.0,1,7.0,2013,1.2,2013-09-19,9.0,17.0,1.0,1.599344395,0.144952576,6.892063149,6.1326585,0.652787547,0.895665973,15.1400292,16.31141014,17.17070207,2.040739274,0.757852804,11324091.93,6900000
42,34.0,2013.0,1,0.0,2013,1.2,2013-09-19,3.0,3.0,4.0,15.0409177,4.038483003,18.11571208,13.6277459,4.928048308,4.928048308,26.47929836,27.62903965,28.41385949,4.740081599,6.308054277,35747947.91,3580000
53,30.0,1980.0,2,8.0,2013,1.2,2013-09-19,6.0,12.0,1.0,1.630739354,0.094535908,3.464901801,1.991619725,0.449641407,0.478939018,10.36592322,11.91277621,12.60998411,5.36088509,0.814143185,11754772.16,7700000
64,46.0,1974.0,4,5.0,2013,1.2,2013-09-19,6.0,9.0,1.0,5.742695312,0.136896158,6.832753511,0.885907502,0.337485759,0.657330755,12.57121078,13.15118168,14.62894804,1.812368947,0.749942267,6407578.1,9700000
60,42.0,1972.0,3,6.0,2013,1.2,2013-09-19,7.0,9.0,1.0,1.918990846,0.195478614,3.704752804,0.113054354,0.473346177,0.66914461,11.63006365,12.27594641,13.89027096,0.275020686,0.384517444,8338438.453,7050000
41,34.0,1979.0,1,1.0,2013,1.2,2013-09-20,19.0,25.0,1.0,7.71367771,0.133601776,10.79661863,9.907036683,0.980816915,0.980816915,21.3805548,22.54890872,23.37369741,0.478623108,3.673876085,40366999.51,3822512
50,30.0,1981.0,2,8.0,2013,1.2,2013-09-20,7.0,16.0,1.0,3.1712365,0.117725388,1.275201426,2.27516842,1.146123701,0.70114847,7.57303291,9.017792136,9.63452837,0.642037488,0.842484781,5391434.257,9100000
58,34.0,2004.0,2,10.0,2013,1.2,2013-09-20,16.0,22.0,1.0,1.006698205,0.118994374,7.313326423,6.585258592,1.034046697,1.315778465,15.91366498,17.08486225,17.94530529,2.813330458,0.477288292,11324091.93,8300000
60,34.0,1987.0,2,10.0,2013,1.2,2013-09-20,15.0,17.0,1.0,1.621678676,0.049645705,7.125248954,0.686369263,0.659179726,3.732311509,13.46868848,14.01296512,15.56069859,1.806154141,1.266310126,3707575.212,8700000
38,19.0,2003.0,1,7.0,2013,1.2,2013-09-20,12.0,17.0,1.0,4.685539994,0.204305504,4.913996328,0.954330405,1.513194031,0.895272694,13.27083386,13.96402752,15.40244544,0.476221845,1.554043521,5725729.259,7200000
59,44.0,1967.0,3,5.0,2013,1.2,2013-09-20,6.0,9.0,1.0,5.158624934,0.287691335,9.434175043,2.011171033,0.454666338,1.467914816,14.60535064,15.36451882,16.64135474,1.519215626,2.109143063,9249237.174,10050000
76,76.0,2015.0,3,11.0,2013,1.2,2013-09-20,6.0,14.0,4.0,10.03741373,0.126387805,8.850613747,6.148186163,4.529508652,3.573869834,19.71352878,20.87560196,21.60973301,1.165004998,4.371535312,66772450.69,6051400
44,28.0,1971.0,2,6.0,2013,1.2,2013-09-20,8.0,9.0,1.0,1.375849517,0.048179413,3.956688531,2.437112528,0.176038049,0.361541338,9.522686254,10.13215815,11.61326164,0.22209934,0.426072451,3292112.223,990000
50,28.0,1976.0,2,11.0,2013,1.2,2013-09-20,4.0,16.0,1.0,4.385504823,0.170467957,8.485007912,0.996907703,0.403880304,1.653237022,15.93941572,17.59567437,18.09793401,1.547182476,0.042145279,14795571.25,1000000
54,32.0,1979.0,2,9.0,2013,1.2,2013-09-20,11.0,16.0,1.0,14.37638889,0.046557065,7.829395073,1.340211769,0.983787022,3.395988795,15.54620803,16.8248662,17.52696216,0.747963836,4.765636167,24813850.39,7000000
44,29.0,1966.0,2,5.0,2013,1.2,2013-09-20,3.0,5.0,1.0,4.318101024,0.309335917,2.443005136,1.163931955,0.501391878,0.975454536,9.736350763,10.48030377,12.27826051,2.9881092,0.985035832,14286990.83,6200000
78,40.0,2009.0,2,15.0,2013,1.2,2013-09-20,12.0,25.0,4.0,1.518638701,0.052044356,6.811357455,6.300541675,0.845557611,1.031367038,15.32251149,16.49403682,17.35216619,2.205419036,0.879359698,11324091.93,5260000
45,28.0,1980.0,2,6.0,2013,1.2,2013-09-20,5.0,9.0,1.0,2.488990608,0.264580687,4.013321971,1.441437483,0.56195228,1.739588105,12.14025133,12.79014094,14.33973753,1.634461387,0.911727854,5361326.947,6500000
75,36.0,2009.0,2,12.0,2013,1.2,2013-09-20,9.0,23.0,1.0,4.496801575,0.223729793,2.63071893,3.288931016,0.772052541,0.528636137,6.480065462,7.647357278,8.519679938,3.01705733,0.846979815,18800000.1,7000000
38,18.0,1981.0,1,8.0,2013,1.2,2013-09-20,4.0,16.0,1.0,0.235717852,0.105251097,0.513987134,1.694108686,0.603348658,0.092286819,2.95738352,4.515584811,5.048867488,0.097221302,0.074402499,5686537.395,6300000
38,22.0,1972.0,2,5.0,2013,1.2,2013-09-20,4.0,9.0,2.0,1.659454228,0.105921756,1.831062432,2.173449274,1.116096031,1.094232269,7.699389728,8.822893397,9.783519508,1.542381002,0.603483291,4808269.831,6000000
44,29.0,1964.0,2,5.0,2013,1.2,2013-09-20,4.0,5.0,2.0,0.85151112,0.053621783,1.257077562,2.160191496,0.692987665,0.44313685,3.787381417,4.747092299,5.676026746,0.576383166,0.313598643,11638050.15,1000000
32,18.0,1976.0,1,6.0,2013,1.2,2013-09-21,2.0,9.0,1.0,1.412964198,0.073936804,12.16527732,2.222692448,1.490637123,0.316040032,17.55335499,19.16925563,19.69289526,0.21716267,0.339806651,14795571.25,4350000
79,34.0,1979.0,3,1.0,2013,1.2,2013-09-21,3.0,17.0,1.0,5.966203153,0.467575683,18.91584437,8.941512657,3.17233376,5.087105994,23.75338812,25.03210973,25.73525569,4.586082038,1.266142006,21494094.8,7011550
45,28.0,1965.0,2,5.0,2013,1.2,2013-09-21,3.0,5.0,1.0,2.651326724,0.156690571,2.470103525,2.096777831,0.616521611,0.437125902,8.118842571,8.855190406,10.65540526,4.566750717,0.806009823,14286990.83,5900000
37,23.0,1969.0,2,6.0,2013,1.2,2013-09-21,3.0,12.0,5.0,2.786228765,0.041576602,2.538535389,0.339700155,1.051169413,0.512639324,5.534384333,6.37345909,7.531809117,0.632279796,0.30169498,18036436.51,7000000
37,34.0,1979.0,1,1.0,2013,1.2,2013-09-21,10.0,17.0,1.0,15.32800763,4.383928657,18.40280201,13.88652132,5.309768372,5.309768372,26.80908599,27.95587215,28.73814133,4.544916838,6.672811964,35747947.91,2562205
32,19.0,1976.0,1,6.0,2013,1.2,2013-09-21,4.0,9.0,1.0,13.65823118,0.117587754,8.553933722,1.956662892,1.070710819,2.456319237,15.42125925,16.64655535,17.36522087,0.790307497,5.761272753,24813850.39,5500000
62,58.0,2013.0,2,1.0,2013,1.2,2013-09-21,10.0,17.0,1.0,1.923494882,0.035986494,8.837248169,5.599071264,2.215103803,4.778766451,18.41892854,19.27253651,20.54946417,1.905125046,1.214861324,11391678.48,5782752
81,49.0,1979.0,4,11.0,2013,1.2,2013-09-21,7.0,16.0,1.0,3.718046496,0.048005694,8.514375936,1.30211219,0.336695684,1.193914208,11.16443085,12.16000052,13.05576177,2.225744811,2.117177701,52351766.54,15300000
44,27.0,1966.0,2,5.0,2013,1.2,2013-09-23,7.0,9.0,1.0,5.187958816,0.271350288,2.532402877,1.561295805,0.975885876,0.39173827,35.23616269,35.97787956,37.27942759,1.510047373,1.960507481,4708040.47,2000000
87,56.0,1963.0,4,8.0,2013,1.2,2013-09-23,7.0,9.0,2.0,2.318662411,0.078642442,0.088017214,1.068503472,0.511795831,0.178276984,1.069612852,0.207611663,1.03194859,3.279104439,1.833119042,4280227.098,22900000
85,34.0,1979.0,3,1.0,2013,1.2,2013-09-23,14.0,22.0,1.0,3.37871695,0.326034852,2.180439629,1.091506532,0.107359506,0.182194269,2.185333005,0.506919217,0.072896553,4.081282581,2.566044379,7307410.574,7725974
47,34.0,1979.0,1,1.0,2013,1.2,2013-09-23,19.0,25.0,1.0,1.923494882,0.035986494,8.837248169,5.599071264,2.215103803,4.778766451,18.41892854,19.27253651,20.54946417,1.905125046,1.214861324,11391678.48,4832540
38,19.0,1991.0,1,10.0,2013,1.2,2013-09-23,5.0,16.0,5.0,1.112316178,0.062819918,7.400540924,4.825518609,1.36864507,3.937528437,17.63896975,18.50953454,19.77040061,1.236812747,0.874822751,11391678.48,4700000
53,28.0,1977.0,2,10.0,2013,1.2,2013-09-23,5.0,16.0,5.0,3.934696261,0.250644301,3.475592599,1.85459841,1.37039544,1.885486607,11.2660793,11.92411056,13.63137606,0.181752343,1.22929699,10207215.1,8550000
85,34.0,1979.0,3,1.0,2013,1.2,2013-09-23,14.0,22.0,1.0,3.299212683,0.299798747,13.06707523,9.211868313,1.417451889,4.346890006,19.47188981,20.6420406,21.50722214,2.727310396,1.760744525,25536296.81,7725974
41,34.0,1979.0,1,1.0,2013,1.2,2013-09-23,7.0,25.0,4.0,7.71367771,0.133601776,10.79661863,9.907036683,0.980816915,0.980816915,21.3805548,22.54890872,23.37369741,0.478623108,3.673876085,40366999.51,3792496
48,27.0,1976.0,2,9.0,2013,1.2,2013-09-23,2.0,12.0,5.0,2.400649951,0.049912129,3.762209489,0.519687779,1.053279662,1.139283012,13.13906702,14.85510612,15.38584192,3.229867192,1.445186204,7462269.563,7250000
31,31.0,1979.0,1,1.0,2013,1.2,2013-09-23,10.0,25.0,1.0,10.03741373,0.126387805,8.850613747,6.148186163,4.529508652,3.573869834,19.71352878,20.87560196,21.60973301,1.165004998,4.371535312,66772450.69,3445200
31,19.0,1963.0,1,5.0,2013,1.2,2013-09-23,3.0,5.0,5.0,6.868612903,0.058281739,3.85521379,3.502767496,0.427622116,0.963350874,9.084500396,10.37564684,11.07100612,3.07594185,3.228351298,5391434.257,5000000
31,31.0,2013.0,1,1.0,2013,1.2,2013-09-23,13.0,25.0,1.0,10.03741373,0.126387805,8.850613747,6.148186163,4.529508652,3.573869834,19.71352878,20.87560196,21.60973301,1.165004998,4.371535312,66772450.69,3732000
69,34.0,1979.0,2,1.0,2013,1.2,2013-09-23,2.0,17.0,1.0,2.096932235,1.840368212,18.5288617,11.45885791,2.634358076,4.909177932,22.99631041,24.14808173,25.02885405,1.724120532,1.520018152,25536296.81,6704137
41,34.0,1979.0,1,1.0,2013,1.2,2013-09-23,6.0,25.0,1.0,7.608718467,0.377539577,10.68351284,8.963638677,1.144068154,1.144068154,20.68713213,21.85206424,22.66560945,0.852722176,4.076208395,40366999.51,4274226
63,30.0,2014.0,2,12.0,2013,1.2,2013-09-23,10.0,17.0,6.0,5.966203153,0.467575683,18.91584437,8.941512657,3.17233376,5.087105994,23.75338812,25.03210973,25.73525569,4.586082038,1.266142006,21494094.8,5934880
33,14.0,1999.0,1,10.0,2013,1.2,2013-09-23,7.0,8.0,1.0,2.301377187,0.232980318,13.88928779,4.667469151,0.471636539,4.296910731,20.20265349,21.56403533,22.23296357,1.721697389,0.095903229,26155137.04,5700000
64,34.0,1979.0,2,1.0,2013,1.2,2013-09-23,8.0,17.0,1.0,2.887305338,0.346749057,2.456697582,1.99928877,0.73528386,1.309577488,6.362348805,7.059070232,8.788843014,1.510789945,0.75738213,15045565.2,5445456
40,40.0,1979.0,1,1.0,2013,1.2,2013-09-23,3.0,17.0,1.0,7.71367771,0.133601776,10.79661863,9.907036683,0.980816915,0.980816915,21.3805548,22.54890872,23.37369741,0.478623108,3.673876085,40366999.51,3672880
82,82.0,1979.0,3,10.0,2013,1.2,2013-09-24,12.0,12.0,1.0,2.59223534,0.011712869,6.869563596,0.773332698,0.103814646,0.485158457,12.83398454,14.27184095,14.8947903,0.366251106,1.799587137,6879019.638,12248455
63,34.0,1979.0,2,1.0,2013,1.2,2013-09-24,17.0,17.0,1.0,1.923494882,0.035986494,8.837248169,5.599071264,2.215103803,4.778766451,18.41892854,19.27253651,20.54946417,1.905125046,1.214861324,11391678.48,7103019
60,34.0,1979.0,2,1.0,2013,1.2,2013-09-24,11.0,25.0,1.0,3.37871695,0.326034852,2.180439629,1.091506532,0.107359506,0.182194269,2.185333005,0.506919217,0.072896553,4.081282581,2.566044379,7307410.574,5581796
55,34.0,1979.0,3,0.0,2013,1.2,2013-09-24,2.0,12.0,1.0,10.03741373,0.126387805,8.850613747,6.148186163,4.529508652,3.573869834,19.71352878,20.87560196,21.60973301,1.165004998,4.371535312,66772450.69,5765855
42,21.0,1995.0,1,8.0,2013,1.2,2013-09-24,10.0,12.0,1.0,3.473227996,0.073473601,3.841373312,2.564539202,0.585882441,1.639616935,11.83555037,13.23781504,14.0403648,3.614207739,2.58505964,11754772.16,6350000
56,31.0,1955.0,2,7.0,2013,1.2,2013-09-24,7.0,10.0,2.0,1.009904019,0.091230549,2.420019571,0.923775718,0.34594786,0.343182799,8.446509178,9.223826059,10.47569759,0.101361209,0.446808529,5333221.259,11550000
38,38.0,2013.0,1,1.0,2013,1.2,2013-09-24,10.0,17.0,1.0,6.009937068,0.589240257,18.95957828,9.060643688,3.115046457,5.092305941,23.87706278,25.15539081,25.85869086,4.615945494,1.389139481,21494094.8,4064688
40,40.0,2014.0,2,10.0,2013,1.2,2013-09-24,6.0,12.0,1.0,10.03741373,0.126387805,8.850613747,6.148186163,4.529508652,3.573869834,19.71352878,20.87560196,21.60973301,1.165004998,4.371535312,66772450.69,4499000
41,41.0,2014.0,1,41.0,2013,1.2,2013-09-24,10.0,19.0,4.0,2.082763453,0.103886128,9.429380642,1.14462836,0.29126105,0.300943884,14.72231208,16.14904661,16.78022373,0.250795436,1.238356585,9282438.657,6692335
75,34.0,1979.0,2,1.0,2013,1.2,2013-09-24,14.0,14.0,4.0,10.74547289,1.482871013,11.47181731,4.826296886,3.543756863,4.322573924,18.72886214,19.94519288,20.66681407,2.257240227,3.958328126,66772450.69,6091200
46,29.0,1968.0,2,6.0,2013,1.2,2013-09-24,9.0,9.0,2.0,3.496601922,0.289200692,6.296847563,1.19279704,1.080756176,0.976964569,9.555671617,10.61400013,11.49024978,0.294945776,0.91763137,16861532.79,6900000
30,34.0,2013.0,1,1.0,2013,1.2,2013-09-24,19.0,25.0,1.0,10.03741373,0.126387805,8.850613747,6.148186163,4.529508652,3.573869834,19.71352878,20.87560196,21.60973301,1.165004998,4.371535312,66772450.69,3519000
103,103.0,1979.0,3,15.0,2013,1.2,2013-09-24,11.0,12.0,4.0,10.74547289,1.482871013,11.47181731,4.826296886,3.543756863,4.322573924,18.72886214,19.94519288,20.66681407,2.257240227,3.958328126,66772450.69,8772000
59,44.0,1971.0,3,5.0,2013,1.2,2013-09-24,1.0,9.0,1.0,2.02817808,0.161585798,1.369446654,0.61433576,0.752245435,0.423879179,4.999334734,5.732350089,7.468799035,1.987552929,0.628129895,7905261.321,1000000
50,34.0,1972.0,3,5.0,2013,1.2,2013-09-24,8.0,12.0,1.0,1.494737673,0.17997514,8.536986768,1.360997899,0.299595423,0.372474854,14.71029164,16.15433957,16.77286527,0.246799456,0.780279628,9282438.657,7150000
46,34.0,1979.0,1,13.0,2013,1.2,2013-09-24,2.0,10.0,1.0,10.74547289,1.482871013,11.47181731,4.826296886,3.543756863,4.322573924,18.72886214,19.94519288,20.66681407,2.257240227,3.958328126,66772450.69,3892700
51,34.0,1979.0,2,1.0,2013,1.2,2013-09-24,2.0,17.0,1.0,1.923494882,0.035986494,8.837248169,5.599071264,2.215103803,4.778766451,18.41892854,19.27253651,20.54946417,1.905125046,1.214861324,11391678.48,5014900
155,110.0,2013.0,3,20.0,2013,1.2,2013-09-24,22.0,32.0,4.0,6.052097538,0.134719129,3.298001258,4.151874253,0.207367722,0.723275873,9.284762438,10.41375556,11.16738686,0.067001557,4.236640553,6050064.566,21000000
45,30.0,1981.0,2,6.0,2013,1.2,2013-09-24,6.0,12.0,1.0,3.182697235,0.14462648,1.461030195,0.6450826,0.445882904,0.60761379,10.37734272,11.5415167,12.47880871,3.280203493,2.394386598,17881913.61,7300000
61,34.0,1979.0,2,1.0,2013,1.2,2013-09-24,1.0,9.0,1.0,17.59403016,1.631706817,8.477878449,4.729796351,3.410921358,0.739762725,18.33758431,19.44859328,20.19708984,1.658613581,5.978379674,66772450.69,4946400
116,64.0,2013.0,3,15.0,2013,1.2,2013-09-24,14.0,15.0,6.0,5.876764131,0.062794388,1.560740466,2.167924533,0.990444532,0.944927814,7.309874191,8.425850164,9.17581438,0.164480004,3.683960011,3326418.741,30264000
43,24.0,1969.0,1,6.0,2013,1.2,2013-09-24,11.0,16.0,1.0,4.747861222,0.072959436,1.407459368,4.086549471,0.643629664,0.200029898,9.022930569,10.16830256,10.95510078,1.20618704,2.945611326,4695913.354,1200000
32,17.0,1976.0,1,6.0,2013,1.2,2013-09-24,12.0,12.0,1.0,5.444078576,0.177483475,7.09387613,0.275575058,0.468511684,1.484451181,13.83885904,14.43845171,15.908614,0.44085884,1.357213334,6407578.1,5500000
63,43.0,1968.0,3,9.0,2013,1.2,2013-09-24,3.0,12.0,5.0,2.492528934,0.189722241,3.477166539,3.880658579,0.262277718,1.054785487,8.649054272,9.192187711,10.74870663,2.071235455,0.726899464,4395332.782,10350000
65,43.0,1972.0,3,7.0,2013,1.2,2013-09-24,3.0,12.0,1.0,4.433138138,0.096066528,3.040277794,3.554824372,0.417639926,1.559784191,7.399465456,8.571155902,9.429598668,3.026757797,1.214485555,18800000.1,10500000
84,52.0,2005.0,3,11.0,2013,1.2,2013-09-24,8.0,25.0,4.0,3.186238993,0.033109345,4.714384371,2.802210992,0.741155303,0.329637125,14.69521087,15.6683599,16.82374939,0.174620644,1.4150854,15094874.77,13400000
46,34.0,1979.0,1,0.0,2013,1.2,2013-09-24,14.0,25.0,1.0,1.923494882,0.035986494,8.837248169,5.599071264,2.215103803,4.778766451,18.41892854,19.27253651,20.54946417,1.905125046,1.214861324,11391678.48,4750284
72,44.0,2002.0,3,8.0,2013,1.2,2013-09-24,2.0,17.0,1.0,6.210709606,0.121723671,1.612578565,0.902721764,0.995284326,1.033353589,10.9948525,11.74068878,13.52616248,1.434450104,2.020821583,4190070.548,12900000
60,60.0,2014.0,2,1.0,2013,1.2,2013-09-24,8.0,17.0,1.0,3.37871695,0.326034852,2.180439629,1.091506532,0.107359506,0.182194269,2.185333005,0.506919217,0.072896553,4.081282581,2.566044379,7307410.574,5903808
67,43.0,1976.0,3,7.0,2013,1.2,2013-09-24,16.0,16.0,5.0,7.734781608,0.097954914,4.453569735,1.775564504,0.64249191,1.386833731,12.51508228,13.26275147,15.05943884,0.55321149,2.783742442,14286990.83,10400000
101,34.0,1979.0,3,1.0,2013,1.2,2013-09-24,4.0,25.0,1.0,7.71367771,0.133601776,10.79661863,9.907036683,0.980816915,0.980816915,21.3805548,22.54890872,23.37369741,0.478623108,3.673876085,40366999.51,7691495
31,21.0,1964.0,1,5.0,2013,1.2,2013-09-24,8.0,9.0,5.0,3.775903307,0.175819763,4.740868261,3.524752566,1.626033378,1.406531982,8.323725426,8.904805306,10.55475323,0.63359215,2.164726994,9946335.108,1000000
55,35.0,2002.0,2,8.0,2013,1.2,2013-09-24,11.0,14.0,1.0,4.622555099,0.124500456,10.23201773,2.241807982,0.736888855,1.762120552,14.90604291,15.66901879,16.9402379,1.233246025,2.22613115,9249237.174,10300000
33,22.0,1964.0,1,5.0,2013,1.2,2013-09-25,4.0,5.0,1.0,5.849279125,0.118123188,2.835880012,3.049140814,0.245977238,0.824444073,8.412427928,9.703882222,10.39874733,2.898518122,3.067103122,5391434.257,1000000
64,46.0,1984.0,3,7.0,2013,1.2,2013-09-25,12.0,12.0,5.0,1.628974028,0.035952863,1.320403688,0.716133827,0.657595542,0.495213155,4.8068834,5.4285821,6.899674866,0.313153444,0.266468632,5027634.003,10300000
39,20.0,1976.0,1,10.0,2013,1.2,2013-09-25,12.0,16.0,1.0,3.808382842,0.136121329,2.516807161,0.408242388,1.068089876,1.289796527,4.370548439,5.502750439,6.282513867,1.159166312,0.707527973,18800000.1,7300000
37,19.0,1990.0,1,8.0,2013,1.2,2013-09-25,1.0,17.0,1.0,1.770214654,0.231933364,5.23341308,0.214163289,0.11112575,3.202222825,13.01253722,13.55144377,15.08142407,1.321764197,1.388107639,3707575.212,5200000
76,41.0,2010.0,2,13.0,2013,1.2,2013-09-25,4.0,30.0,4.0,5.132471126,0.248454718,1.586603378,3.058374434,0.747895455,0.747895455,8.537648962,9.917549042,10.57422893,1.728432929,1.885508963,5391434.257,13400580
28,16.0,1959.0,1,5.0,2013,1.2,2013-09-25,5.0,5.0,2.0,2.066870319,0.1468324,0.72206066,0.928116467,0.584826437,0.146881579,4.81943293,6.155286997,6.828504678,1.726085683,0.655781204,5704502.19,6000000
43,29.0,1962.0,2,5.0,2013,1.2,2013-09-25,5.0,5.0,2.0,2.449318635,0.179060685,1.700865206,3.716776995,0.335629158,0.442468351,5.405799432,6.461810798,7.320668809,0.834925203,0.283390221,9629358.472,7300000
92,32.0,2006.0,2,11.0,2013,1.2,2013-09-25,14.0,17.0,1.0,2.890078247,0.251177284,5.862093036,2.680298329,2.285872446,3.130025452,14.82488097,15.56542228,16.93471199,2.223886599,1.881385917,14883622.34,8500000
58,32.0,1998.0,2,10.0,2013,1.2,2013-09-25,10.0,17.0,1.0,3.947595125,0.082976726,3.219650547,1.233591992,0.450968304,1.303273104,11.54526862,12.81940627,13.69131081,3.715375928,2.660666356,11754772.16,8600000
38,20.0,2001.0,1,8.0,2013,1.2,2013-09-25,6.0,14.0,1.0,3.547836843,0.084705703,15.56687799,6.223946442,1.091194759,5.47356479,21.02755112,22.32491996,23.02079129,3.702521508,0.664562173,26155137.04,5650000
82,82.0,2013.0,2,10.0,2013,1.2,2013-09-25,3.0,6.0,2.0,23.58949124,0.329757138,25.60044173,21.98227311,14.37822361,14.71260298,35.554413,36.68360441,37.43465057,0.768151505,15.486617,16315230.22,3502000
45,28.0,1963.0,2,5.0,2013,1.2,2013-09-25,4.0,5.0,2.0,0.347063823,0.203226182,1.606536555,0.521056343,1.072745552,1.220060678,10.1574313,10.80740458,12.35792698,0.572899704,0.086939975,4934147.224,6300000
56,39.0,1968.0,3,5.0,2013,1.2,2013-09-25,2.0,5.0,2.0,3.791403471,0.062000779,6.760984585,0.434849483,0.719375634,0.756235431,12.48148859,13.25647108,14.51005336,1.760336433,0.274812484,7887684.174,7668000
63,30.0,1979.0,2,63.0,2013,1.2,2013-09-25,16.0,16.0,4.0,5.966203153,0.467575683,18.91584437,8.941512657,3.17233376,5.087105994,23.75338812,25.03210973,25.73525569,4.586082038,1.266142006,21494094.8,5813760
77,34.0,1979.0,3,1.0,2013,1.2,2013-09-25,2.0,25.0,1.0,7.608718467,0.377539577,10.68351284,8.963638677,1.144068154,1.144068154,20.68713213,21.85206424,22.66560945,0.852722176,4.076208395,40366999.51,5859033
44,28.0,1967.0,2,6.0,2013,1.2,2013-09-25,9.0,9.0,1.0,2.185828231,0.052558069,3.827334674,1.519834644,1.258454967,1.660029691,13.55596001,14.20183059,15.64927903,1.440719602,0.593173564,7126815.285,6100000
61,44.0,1972.0,3,6.0,2013,1.2,2013-09-25,6.0,12.0,1.0,2.295108669,0.123885874,8.805831323,0.687049812,0.47744812,1.817073192,15.65474016,17.29943875,17.80684881,1.879672195,0.239768324,14795571.25,7775000
64,34.0,1979.0,2,1.0,2013,1.2,2013-09-25,15.0,17.0,1.0,7.71367771,0.133601776,10.79661863,9.907036683,0.980816915,0.980816915,21.3805548,22.54890872,23.37369741,0.478623108,3.673876085,40366999.51,5335760
45,45.0,2013.0,3,1.0,2013,1.2,2013-09-25,18.0,25.0,1.0,10.03741373,0.126387805,8.850613747,6.148186163,4.529508652,3.573869834,19.71352878,20.87560196,21.60973301,1.165004998,4.371535312,66772450.69,5107200
35,20.0,1975.0,1,6.0,2013,1.2,2013-09-25,6.0,9.0,1.0,2.146807325,0.125562602,2.856899055,1.242316089,0.824339383,0.661534504,10.7666163,11.33910096,12.828226,2.503095675,0.704666488,10053051.74,6200000
46,27.0,1969.0,2,5.0,2013,1.2,2013-09-25,5.0,5.0,1.0,6.490374791,0.172468309,0.2936782,0.175331681,0.392159254,0.17286819,10.61612512,11.35226978,13.09941555,1.379138309,1.558546046,3799999.352,6000000
38,18.0,1976.0,1,7.0,2013,1.2,2013-09-25,1.0,9.0,1.0,13.43713772,0.124229862,6.811548013,2.226797235,1.275212077,2.254949381,15.42148841,16.63077487,17.35361481,0.730139941,6.02211815,24813850.39,5730000
69,58.0,2015.0,2,13.0,2013,1.2,2013-09-25,4.0,18.0,6.0,2.096932235,1.840368212,18.5288617,11.45885791,2.634358076,4.909177932,22.99631041,24.14808173,25.02885405,1.724120532,1.520018152,25536296.81,6912577
